"PERMAID","DAYID","USECROSSWALK","USEROAD","NS","EW"
"8627","45","0","0","1","0"
"8628","46","0","1","1","0"
"8629","47","0","1","0","1"
"8630","48","0","1","0","1"
"8631","49","0","0","1","1"
"8632","50","0","0","0","1"
"8633","51","0","0","0","1"
"8634","52","0","0","1","0"
"8635","53","0","0","1","0"
"8636","54","0","0","0","1"
"8637","55","0","0","1","0"
"8638","56","0","1","0","1"
"8639","57","0","0","0","0"
"8640","58","0","1","1","1"
"8641","59","0","0","1","1"
"8642","60","0","1","1","1"
"8643","61","0","0","0","0"
"8644","62","0","0","0","1"
"8645","63","0","1","0","1"
"8646","64","1","1","0","1"
"8647","65","0","0","1","0"
"8648","66","0","1","0","1"
"8649","67","0","1","1","1"
"8650","68","0","0","0","1"
"8651","69","0","1","1","1"
"8652","70","0","0","1","1"
"8653","71","1","1","0","1"
"8654","72","0","0","1","1"
"8655","73","0","0","1","0"
"8656","74","0","0","0","0"
"8657","75","0","1","0","1"
"8658","76","0","0","1","1"
"8659","77","1","1","0","1"
"8660","78","0","1","1","1"
"8661","79","0","1","1","1"
"8662","80","0","1","0","1"
"8663","81","0","0","1","1"
"8664","82","0","0","1","1"
"8665","83","0","0","1","0"
"8666","84","0","0","1","0"
"8667","85","0","0","1","0"
"8668","86","0","0","1","0"
"8671","89","0","0","0","1"
"8672","90","0","0","0","1"
"8673","91","0","1","0","1"
"8674","92","0","1","0","1"
"8675","93","0","0","1","0"
"8676","94","0","0","0","1"
"8677","95","1","1","1","1"
"8678","96","0","0","0","1"
"8680","98","0","0","1","0"
"8681","99","0","0","1","0"
"8682","100","0","0","0","0"
"8683","101","0","0","1","0"
"8684","102","0","0","0","0"
"8685","103","0","0","1","0"
"8686","104","0","0","1","0"
"8687","105","0","0","1","0"
"8688","106","0","0","1","1"
"8689","107","0","0","0","1"
"8690","108","0","0","0","1"
"8691","109","0","0","0","0"
"8692","110","0","0","0","1"
"8693","111","0","0","0","0"
"8694","112","0","1","0","1"
"8695","113","1","1","1","1"
"8696","114","0","1","1","0"
"8697","115","1","1","0","1"
"8698","116","0","0","0","1"
"8699","117","0","0","1","0"
"8700","118","0","0","0","0"
"8701","119","0","1","0","1"
"8702","120","0","0","0","0"
"8703","121","0","0","0","0"
"8704","122","0","0","0","0"
"8705","123","0","1","0","1"
"8706","124","0","0","1","0"
"8707","125","0","0","0","0"
"8708","126","1","1","1","0"
"8709","127","0","1","1","0"
"8710","128","1","1","1","0"
"8711","129","1","1","0","0"
"8712","130","0","0","0","1"
"8713","131","0","0","0","0"
"8714","132","0","1","1","1"
"8715","133","1","1","1","1"
"8716","134","1","1","1","1"
"8719","137","0","1","1","0"
"8720","138","0","1","1","0"
"8721","139","1","1","1","1"
"8722","140","1","1","1","0"
"8723","141","0","1","1","0"
"8724","142","0","1","1","0"
"8725","143","0","1","0","0"
"8726","144","0","0","0","0"
"8727","145","0","0","1","0"
"8728","146","0","0","0","0"
"8729","147","0","1","0","1"
"8730","148","0","1","1","0"
"8731","149","1","1","1","0"
"8732","150","0","0","1","0"
"8733","151","0","0","1","0"
"8734","152","1","1","1","0"
"8735","153","0","0","1","0"
"8736","154","0","0","1","0"
"8737","155","0","0","1","0"
"8738","156","0","0","1","0"
"8739","157","0","0","0","1"
"8740","158","0","0","0","1"
"8741","159","1","1","0","1"
"8742","160","0","0","1","0"
"8743","161","1","1","0","1"
"8744","162","0","0","1","1"
"8745","163","0","0","1","0"
"8746","164","0","0","0","0"
"8747","165","0","0","1","0"
"8748","166","0","0","0","0"
"8749","167","0","0","0","0"
"8750","168","0","0","1","1"
"8751","169","0","0","0","0"
"8752","170","0","0","0","0"
"8753","171","1","1","1","0"
"8754","172","1","1","0","1"
"8755","173","0","0","1","0"
"8756","174","0","0","1","1"
"8757","175","0","0","0","0"
"8758","176","0","0","0","0"
"8759","177","1","1","0","1"
"8760","178","0","0","0","0"
"8761","179","0","0","1","0"
"8762","180","0","0","1","0"
"8763","181","1","1","1","0"
"8764","182","0","0","1","0"
"8765","183","1","1","0","0"
"8766","184","0","0","1","0"
"8767","185","0","0","0","1"
"8768","186","0","0","1","0"
"8769","187","0","0","1","1"
"8770","188","0","0","0","1"
"8771","189","0","0","1","1"
"8772","190","0","0","0","0"
"8773","191","0","0","1","0"
"8774","192","0","0","0","1"
"8775","193","0","0","0","1"
"8776","194","1","1","0","0"
"8777","195","0","0","0","0"
"8778","196","0","0","0","1"
"8779","197","0","1","0","1"
"8780","198","0","0","0","1"
"8781","199","1","1","1","1"
"8782","200","0","0","0","1"
"8783","201","0","1","0","1"
"8784","202","1","1","0","1"
"8785","203","0","0","0","1"
"8786","204","1","1","1","1"
"8787","205","1","1","0","1"
"8788","206","1","1","1","1"
"8789","207","0","0","1","1"
"8790","208","0","0","1","1"
"8791","209","0","0","0","1"
"8792","210","0","0","0","1"
"8793","211","0","0","0","1"
"8794","212","0","0","0","1"
"8795","213","0","0","0","1"
"8796","214","0","0","0","0"
"8797","215","0","0","1","0"
"8798","216","1","1","0","1"
"8799","217","0","0","0","1"
"8800","218","0","0","0","1"
"8801","219","0","0","0","1"
"8802","220","0","0","0","1"
"8803","221","0","0","0","1"
"8804","222","0","0","0","1"
"8805","223","0","0","0","0"
"8806","224","1","1","0","1"
"8807","225","0","1","1","1"
"8808","226","0","0","1","0"
"8809","227","0","0","1","0"
"8810","228","0","0","1","0"
"8811","229","1","1","1","1"
"8812","230","0","0","0","1"
"8813","231","0","0","1","1"
"8814","232","1","1","0","1"
"8815","233","0","0","0","1"
"8816","234","0","0","1","0"
"8817","235","0","0","1","1"
"8818","236","0","1","1","1"
"8819","237","1","1","0","1"
"8820","238","0","0","0","0"
"8821","239","0","0","0","0"
"8822","240","1","1","1","0"
"8823","241","0","0","0","0"
"8824","242","0","0","1","0"
"8825","243","0","0","1","0"
"8826","244","0","0","1","0"
"8827","245","0","0","1","0"
"8828","246","0","0","0","0"
"8829","247","1","1","0","0"
"8830","248","1","1","1","1"
"8831","249","0","0","1","1"
"8832","250","0","1","0","0"
"8833","251","0","0","0","1"
"8834","252","0","0","0","0"
"8835","253","1","1","0","1"
"8836","254","0","1","0","1"
"8837","255","0","0","0","0"
"8838","256","0","0","0","1"
"8839","257","0","0","0","1"
"8840","258","0","0","0","1"
"8841","259","0","0","0","0"
"8842","260","0","0","1","1"
"8843","261","0","0","0","1"
"8844","262","1","1","1","1"
"8845","263","0","0","0","1"
"8846","264","0","1","0","0"
"8847","265","1","1","1","0"
"8848","266","0","0","1","0"
"8849","267","0","0","0","0"
"8850","268","0","0","1","1"
"8851","269","0","0","0","0"
"8852","270","0","0","0","1"
"8853","271","0","0","0","1"
"8854","272","0","0","0","0"
"8855","273","0","0","1","1"
"8856","274","0","0","1","1"
"8857","275","0","0","1","1"
"8858","276","0","0","0","1"
"8859","277","0","0","1","0"
"8860","278","0","0","1","0"
"8861","279","0","0","0","0"
"8862","280","1","1","1","0"
"8863","281","0","0","0","0"
"8864","282","0","0","0","0"
"8865","283","0","1","0","1"
"8866","284","1","1","1","0"
"8867","285","0","0","0","1"
"8868","286","0","0","1","0"
"8869","287","0","0","0","1"
"8870","288","0","0","0","1"
"8871","289","0","0","1","1"
"8872","290","0","0","1","1"
"8873","291","0","1","1","1"
"8874","292","0","0","0","0"
"8875","293","0","1","1","1"
"8876","294","1","1","1","0"
"8877","295","0","0","0","0"
"8878","296","0","0","0","0"
"8879","297","0","0","1","1"
"8880","298","1","1","0","1"
"8881","299","0","0","0","1"
"8882","300","0","0","1","0"
"8883","301","0","0","0","0"
"8884","302","0","0","0","0"
"8885","303","0","1","0","1"
"8886","304","0","0","0","1"
"8887","305","0","0","1","1"
"8888","306","0","0","0","0"
"8889","307","0","0","1","0"
"8890","308","0","0","1","0"
"8891","309","0","0","1","0"
"8892","310","0","0","0","0"
"8893","311","0","0","0","0"
"8894","312","0","0","1","1"
"8895","313","0","0","0","1"
"8896","314","0","0","0","0"
"8897","315","1","1","1","0"
"8898","316","0","0","1","0"
"8899","317","0","0","1","0"
"8900","318","0","0","0","1"
"8901","319","0","0","0","1"
"8902","320","0","0","0","0"
"8905","323","0","0","0","0"
"8907","325","0","1","1","0"
"8908","326","0","0","1","0"
"8909","327","0","0","0","1"
"8910","328","0","0","0","1"
"8911","329","0","0","1","0"
"8912","330","0","0","0","0"
"8913","331","0","0","1","0"
"8914","332","0","0","0","0"
"8915","333","0","0","0","0"
"8916","334","0","0","0","1"
"8917","335","0","0","0","1"
"8918","336","0","0","1","0"
"8921","339","0","0","1","0"
"8922","340","0","0","1","0"
"8923","341","0","0","1","0"
"8924","342","0","0","0","0"
"8925","343","0","0","1","0"
"8926","344","1","1","1","0"
"8927","345","1","1","1","1"
"8928","346","0","0","0","1"
"8929","347","0","0","1","0"
"8930","348","0","0","0","0"
"8931","349","0","0","0","0"
"8932","350","0","0","1","0"
"8933","351","0","1","0","1"
"8934","352","1","1","1","0"
"8935","353","1","1","1","0"
"8936","354","0","0","1","1"
"8937","355","0","1","0","0"
"8938","356","0","0","0","0"
"8939","357","0","0","0","1"
"8940","358","1","1","1","0"
"8941","359","0","1","0","0"
"8942","360","0","1","0","0"
"8943","361","0","1","1","0"
"8944","362","0","0","1","0"
"8945","363","0","0","0","1"
"8946","364","0","0","0","1"
"8947","365","0","0","0","1"
"8948","366","0","0","1","1"
"8949","367","0","0","0","0"
"8950","368","0","1","1","0"
"8951","369","1","1","1","0"
"8952","370","1","1","1","0"
"8953","371","0","1","0","0"
"8954","372","0","0","0","1"
"8955","373","0","0","1","1"
"8956","374","1","1","0","0"
"8957","375","0","0","1","0"
"8958","376","1","1","0","1"
"8959","377","0","0","1","0"
"8960","378","0","0","0","0"
"8961","379","0","0","1","1"
"8962","380","1","1","1","0"
"8963","381","0","0","0","0"
"8964","382","0","0","0","0"
"8965","383","0","0","1","0"
"8966","384","0","0","1","1"
"8967","385","0","0","0","0"
"8968","386","0","1","1","1"
"8969","387","1","1","1","1"
"8970","388","0","0","1","0"
"8971","389","0","0","1","1"
"8972","390","0","0","1","1"
"8973","391","0","0","1","0"
"8974","392","1","1","1","0"
"8975","393","0","1","1","1"
"8976","394","1","1","1","0"
"8977","395","0","1","1","0"
"8978","396","0","0","1","0"
"8979","397","0","0","0","0"
"8980","398","0","0","1","0"
"8981","399","0","0","0","1"
"8982","400","0","0","1","1"
"8983","401","0","0","0","1"
"8984","402","0","0","1","0"
"8985","403","0","0","1","0"
"8986","404","0","0","0","0"
"8987","405","0","0","1","0"
"8988","406","1","1","0","0"
"8989","407","1","1","0","0"
"8990","408","0","0","1","1"
"8991","409","0","0","0","0"
"8992","410","0","0","1","0"
"8993","411","0","0","1","0"
"8994","412","0","0","0","0"
"8995","413","0","1","1","0"
"8996","414","0","0","0","0"
"8997","415","0","0","0","1"
"8998","416","0","0","0","1"
"8999","417","1","1","0","0"
"9000","418","0","0","0","1"
"9001","419","0","1","1","0"
"9002","420","0","0","0","1"
"9003","421","0","0","0","1"
"9004","422","0","0","0","0"
"9005","423","0","0","1","0"
"9006","424","0","0","1","0"
"9007","425","0","0","1","1"
"9008","426","0","0","0","1"
"9009","427","0","0","0","0"
"9010","428","0","0","0","0"
"9011","429","0","0","1","0"
"9012","430","0","0","0","0"
"9013","431","0","0","1","0"
"9014","432","0","0","0","0"
"9015","433","0","1","0","1"
"9016","434","0","1","1","0"
"9017","435","1","1","1","0"
"9018","436","0","0","1","0"
"9019","437","0","0","1","0"
"9020","438","0","0","1","1"
"9021","439","0","0","0","0"
"9022","440","0","0","0","1"
"9023","441","0","0","1","1"
"9024","442","0","0","1","1"
"9025","443","0","0","0","0"
"9026","444","0","0","1","1"
"9027","445","0","0","0","0"
"9028","446","1","1","0","1"
"9029","447","0","0","0","1"
"9030","448","0","0","0","1"
"9031","1","0","0","0","1"
"9032","2","0","0","1","1"
"9033","3","0","0","0","0"
"9034","4","0","0","0","1"
"9035","5","0","0","0","1"
"9036","6","0","0","0","1"
"9037","7","0","0","0","1"
"9038","8","0","0","1","1"
"9039","9","0","1","1","1"
"9040","10","0","0","0","1"
"9041","11","0","0","0","1"
"9042","12","0","0","0","0"
"9043","13","0","0","0","1"
"9044","14","0","0","1","1"
"9045","15","0","0","0","1"
"9046","16","0","0","0","1"
"9047","17","0","0","0","0"
"9048","18","0","0","1","1"
"9049","19","0","0","0","0"
"9050","20","0","1","1","1"
"9051","21","0","0","0","0"
"9052","22","0","0","1","1"
"9053","23","0","0","0","0"
"9054","24","0","1","1","1"
"9055","25","0","1","0","1"
"9056","26","1","1","0","1"
"9057","27","0","0","0","1"
"9058","28","0","0","1","1"
"9059","29","1","1","0","1"
"9060","30","0","0","1","1"
"9061","31","0","0","1","1"
"9062","32","1","1","0","1"
"9063","33","0","0","0","1"
"9064","34","0","0","0","1"
"9065","35","0","1","1","1"
"9066","36","0","0","1","1"
"9067","37","0","1","0","1"
"9068","38","1","1","0","1"
"9069","39","0","0","0","0"
"9070","40","0","0","0","1"
"9071","41","1","1","1","1"
"9072","42","0","0","1","0"
"9073","43","0","0","0","1"
"9074","44","0","0","1","1"
"9075","45","0","0","1","1"
"9076","46","0","0","1","0"
"9077","47","0","0","0","1"
"9078","48","0","0","0","1"
"9079","49","0","0","0","0"
"9080","50","0","0","0","1"
"9081","51","0","0","0","0"
"9082","52","0","0","0","0"
"9083","53","0","0","0","1"
"9084","54","0","0","1","1"
"9085","55","0","0","1","1"
"9086","56","0","0","0","0"
"9087","57","1","1","0","1"
"9088","58","0","0","1","1"
"9089","59","0","0","0","1"
"9090","60","0","0","0","1"
"9091","61","0","0","0","1"
"9092","62","0","0","0","1"
"9093","63","1","1","0","1"
"9094","64","0","0","0","1"
"9095","65","1","1","0","1"
"9096","66","1","1","0","1"
"9097","67","0","0","0","1"
"9098","68","0","0","1","0"
"9099","69","0","0","0","0"
"9100","70","0","0","0","1"
"9101","71","0","0","0","1"
"9102","72","1","1","0","1"
"9103","73","1","1","0","1"
"9104","74","0","0","0","1"
"9105","75","0","1","1","1"
"9106","76","1","1","0","1"
"9107","77","0","0","0","1"
"9108","78","0","0","0","1"
"9109","79","1","1","0","1"
"9110","80","0","0","0","1"
"9111","81","0","0","0","0"
"9112","82","0","0","0","0"
"9113","83","0","0","0","1"
"9114","84","0","0","0","1"
"9115","85","0","0","0","1"
"9116","86","0","0","0","1"
"9117","87","0","0","0","0"
"9118","88","0","0","0","1"
"9119","89","0","0","0","0"
"9120","90","0","0","1","0"
"9121","91","0","0","0","0"
"9122","92","0","0","0","1"
"9124","94","0","0","0","0"
"9125","95","0","0","0","1"
"9126","96","0","0","1","1"
"9127","97","0","0","0","1"
"9128","98","0","0","0","0"
"9129","99","0","0","0","1"
"9130","100","0","0","0","1"
"9131","101","0","0","0","0"
"9132","102","0","1","1","1"
"9133","103","0","0","1","0"
"9134","104","0","0","1","0"
"9135","105","0","0","0","0"
"9136","106","0","0","0","0"
"9137","107","0","0","0","1"
"9138","108","0","1","1","0"
"9139","109","0","1","0","1"
"9140","110","0","1","1","0"
"9141","111","0","0","1","0"
"9142","112","0","1","0","1"
"9143","113","0","0","1","0"
"9144","114","1","1","1","0"
"9145","115","1","1","1","0"
"9146","116","1","1","1","0"
"9147","117","0","0","1","0"
"9148","118","0","0","0","0"
"9149","119","0","0","0","1"
"9150","120","0","0","0","1"
"9151","121","0","0","1","1"
"9152","122","0","0","1","0"
"9153","123","0","0","0","1"
"9154","124","1","1","1","0"
"9155","125","0","0","1","1"
"9156","126","0","0","1","0"
"9157","127","0","0","1","0"
"9158","128","0","0","0","0"
"9159","129","0","0","1","0"
"9160","130","0","0","0","1"
"9161","131","0","0","0","1"
"9162","132","0","0","1","1"
"9163","133","0","0","0","0"
"9164","134","0","0","1","1"
"9165","135","0","0","1","0"
"9167","137","0","0","1","0"
"9168","138","0","0","0","1"
"9169","139","0","0","0","1"
"9170","140","0","0","0","0"
"9171","141","0","0","0","0"
"9172","142","0","0","1","0"
"9173","143","0","0","0","1"
"9174","144","0","0","0","1"
"9175","145","0","0","0","1"
"9176","146","0","1","0","1"
"9177","147","1","1","0","1"
"9178","148","0","1","1","0"
"9179","149","0","1","1","0"
"9180","150","0","1","1","0"
"9181","151","0","0","1","0"
"9182","152","0","0","0","0"
"9183","153","0","0","0","1"
"9184","154","0","0","0","1"
"9185","155","1","1","0","0"
"9186","156","0","0","1","0"
"9187","157","0","0","1","1"
"9188","158","1","1","1","0"
"9189","159","1","1","1","1"
"9190","160","0","0","1","1"
"9191","161","0","0","1","1"
"9192","162","0","0","0","1"
"9193","163","0","0","0","0"
"9194","164","0","0","1","1"
"9195","165","0","0","1","0"
"9196","166","0","0","0","0"
"9197","167","0","0","0","1"
"9198","168","1","1","0","0"
"9199","169","0","0","0","0"
"9200","170","0","0","0","0"
"9201","171","1","1","0","0"
"9202","172","0","0","0","0"
"9203","173","0","0","0","1"
"9204","174","1","1","0","1"
"9205","175","0","0","0","1"
"9206","176","0","0","0","0"
"9207","177","1","1","0","0"
"9208","178","0","0","0","1"
"9209","179","1","1","0","1"
"9210","180","1","1","1","0"
"9211","181","1","1","1","0"
"9212","182","0","0","1","1"
"9213","183","0","0","0","0"
"9214","184","1","1","0","0"
"9215","185","0","0","0","0"
"9216","186","1","1","0","0"
"9217","187","0","0","1","1"
"9218","188","0","0","1","1"
"9219","189","1","1","0","1"
"9220","190","0","0","0","1"
"9221","191","1","1","0","1"
"9222","192","1","1","0","1"
"9223","193","0","0","0","1"
"9224","194","0","0","1","0"
"9225","195","1","1","1","0"
"9226","196","0","0","0","0"
"9227","197","0","0","0","1"
"9228","198","0","0","0","0"
"9229","199","0","0","0","0"
"9230","200","0","0","1","0"
"9231","201","0","0","1","0"
"9232","202","1","1","1","1"
"9233","203","0","0","0","0"
"9234","204","0","1","1","0"
"9235","205","0","0","1","0"
"9236","206","0","0","1","1"
"9237","207","0","1","0","1"
"9238","208","0","0","0","1"
"9239","209","0","1","1","1"
"9240","210","1","1","0","0"
"9241","211","0","0","0","0"
"9242","212","0","0","0","0"
"9243","213","0","0","1","1"
"9244","214","0","0","1","1"
"9245","215","0","0","0","0"
"9246","216","0","1","0","1"
"9247","217","0","0","0","0"
"9248","218","0","0","0","1"
"9249","219","0","1","1","1"
"9250","220","0","0","1","1"
"9251","221","1","1","1","0"
"9252","222","0","0","0","1"
"9253","223","0","0","1","0"
"9254","224","0","0","0","1"
"9255","225","0","0","0","0"
"9256","226","0","0","1","1"
"9257","227","0","0","0","1"
"9258","228","0","0","1","1"
"9259","229","0","0","0","0"
"9260","230","0","0","0","1"
"9261","231","0","0","0","1"
"9262","232","1","1","1","1"
"9263","233","0","0","0","1"
"9264","234","0","0","1","1"
"9265","235","0","0","1","1"
"9266","236","0","0","1","0"
"9267","237","0","1","0","0"
"9268","238","0","0","1","0"
"9269","239","0","0","0","0"
"9270","240","0","0","0","1"
"9271","241","0","0","0","1"
"9272","242","1","1","1","0"
"9273","243","1","1","0","0"
"9274","244","0","0","0","0"
"9275","245","0","0","1","0"
"9276","246","0","0","0","1"
"9277","247","0","0","1","1"
"9278","248","0","0","0","0"
"9279","249","0","1","0","1"
"9280","250","0","0","0","0"
"9281","251","1","1","0","1"
"9282","252","0","1","1","0"
"9283","253","0","0","0","1"
"9284","254","0","0","0","0"
"9285","255","0","0","1","0"
"9286","256","0","1","0","1"
"9287","257","0","0","0","1"
"9288","258","0","0","0","1"
"9289","259","0","0","1","0"
"9290","260","0","0","1","0"
"9291","261","0","1","0","0"
"9292","262","0","0","1","0"
"9293","263","0","0","0","1"
"9294","264","1","1","1","1"
"9295","265","0","0","1","1"
"9296","266","0","0","1","0"
"9297","267","0","0","0","0"
"9298","268","0","0","1","0"
"9299","269","0","1","1","0"
"9300","270","0","1","1","0"
"9301","271","0","0","1","1"
"9302","272","0","0","1","1"
"9303","273","0","0","1","0"
"9304","274","0","0","0","1"
"9305","275","0","0","1","1"
"9306","276","1","1","1","0"
"9307","277","0","1","1","0"
"9308","278","0","0","0","0"
"9309","279","0","0","0","0"
"9310","280","0","0","0","0"
"9311","281","0","0","1","0"
"9312","282","0","0","1","0"
"9313","283","0","0","1","0"
"9314","284","0","0","1","0"
"9315","285","0","0","1","0"
"9316","286","0","0","1","0"
"9317","287","0","0","1","0"
"9318","288","0","0","1","0"
"9319","289","0","0","1","0"
"9320","290","0","0","1","1"
"9321","291","0","0","0","1"
"9322","292","0","0","0","1"
"9323","293","1","1","0","1"
"9324","294","0","0","0","1"
"9325","295","0","0","1","1"
"9326","296","0","0","1","0"
"9327","297","0","1","1","0"
"9328","298","0","0","1","0"
"9329","299","0","0","1","0"
"9330","300","0","0","1","0"
"9331","301","0","0","1","0"
"9332","302","0","0","0","0"
"9333","303","0","0","0","0"
"9334","304","0","0","1","0"
"9335","305","0","0","1","0"
"9336","306","0","0","1","0"
"9337","307","0","0","0","0"
"9338","308","0","0","0","0"
"9339","309","0","0","1","0"
"9340","310","0","0","1","0"
"9341","311","0","0","1","1"
"9342","312","0","1","1","1"
"9343","313","0","0","1","0"
"9344","314","0","0","0","1"
"9345","315","0","1","1","1"
"9346","316","0","0","0","0"
"9347","317","0","0","0","0"
"9348","318","1","1","1","1"
"9349","319","0","0","1","1"
"9350","320","0","0","0","0"
"9351","321","0","0","0","1"
"9352","322","0","0","1","1"
"9353","323","0","0","1","1"
"9354","324","0","0","1","1"
"9355","325","0","0","1","1"
"9356","326","0","1","0","0"
"9357","327","0","0","1","0"
"9358","328","0","0","1","0"
"9359","329","0","0","1","0"
"9360","330","0","0","0","0"
"9361","331","1","1","0","0"
"9362","332","0","0","1","0"
"9363","333","0","0","0","0"
"9364","334","0","0","0","1"
"9365","335","0","0","0","1"
"9366","336","0","0","0","1"
"9367","337","0","0","0","0"
"9368","338","0","1","1","0"
"9369","339","0","1","1","0"
"9370","340","1","1","1","0"
"9371","341","0","0","0","0"
"9372","342","0","0","1","0"
"9373","343","0","0","0","1"
"9374","344","0","0","0","1"
"9375","345","0","0","0","1"
"9376","346","0","0","0","1"
"9377","347","0","0","0","0"
"9378","348","0","1","1","1"
"9379","349","0","0","1","0"
"9380","350","0","0","0","0"
"9381","351","1","1","0","1"
"9382","352","0","0","1","0"
"9383","353","0","0","0","0"
"9384","354","0","0","0","0"
"9385","355","0","0","0","1"
"9386","356","1","1","0","1"
"9387","357","1","1","0","1"
"9388","358","0","0","1","1"
"9389","359","0","0","1","1"
"9390","360","1","1","1","0"
"9391","361","1","1","1","0"
"9392","362","0","0","0","0"
"9393","363","0","0","1","0"
"9394","364","0","0","0","1"
"9395","365","0","0","0","0"
"9396","366","0","0","0","0"
"9397","367","0","0","0","0"
"9398","368","0","0","0","1"
"9399","369","0","0","1","0"
"9400","370","0","0","1","0"
"9401","371","0","0","0","1"
"9402","372","0","0","1","1"
"9403","373","0","0","0","0"
"9404","374","0","0","1","0"
"9405","375","0","0","1","0"
"9406","376","0","0","1","1"
"9407","377","0","0","1","0"
"9408","378","0","0","1","1"
"9409","379","0","0","0","0"
"9410","380","0","1","1","1"
"9411","381","0","0","0","1"
"9412","382","0","0","0","0"
"9413","383","0","0","0","1"
"9414","384","0","0","0","0"
"9415","385","0","0","0","1"
"9416","386","0","0","0","1"
"9417","387","0","0","0","0"
"9418","388","0","0","0","1"
"9419","389","0","0","0","1"
"9420","390","0","0","0","1"
"9421","391","0","0","1","0"
"9422","392","1","1","1","0"
"9423","393","0","0","0","1"
"9424","394","0","0","0","0"
"9425","395","0","0","0","0"
"9426","396","0","0","0","1"
"9427","397","1","1","0","1"
"9428","398","1","1","0","0"
"9429","399","0","0","0","0"
"9430","400","0","0","0","0"
"9431","401","0","0","1","0"
"9432","402","0","0","0","1"
"9433","403","1","1","0","0"
"9434","404","0","0","0","0"
"9435","405","0","0","0","0"
"9436","406","1","1","0","1"
"9437","407","0","0","1","0"
"9438","408","0","0","1","1"
"9439","409","1","1","1","1"
"9440","410","0","0","0","0"
"9441","411","1","1","1","1"
"9442","412","0","0","1","1"
"9443","413","0","0","1","1"
"9444","414","0","0","1","1"
"9445","415","0","0","1","1"
"9446","416","0","1","1","0"
"9447","417","0","1","1","1"
"9448","418","1","1","0","0"
"9449","419","0","1","1","1"
"9450","420","0","0","0","1"
"9451","421","0","0","0","0"
"9452","422","0","0","1","0"
"9453","423","0","0","1","0"
"9454","424","0","0","0","0"
"9455","425","0","0","0","0"
"9456","426","0","0","0","0"
"9457","427","0","0","1","1"
"9458","428","0","0","0","0"
"9459","429","0","0","0","1"
"9460","430","0","0","0","1"
"9461","431","0","0","0","0"
"9462","432","0","0","0","1"
"9463","433","0","0","0","1"
"9464","434","0","0","0","1"
"9465","435","0","0","0","1"
"9467","437","0","0","0","1"
"9468","438","0","0","0","0"
"9469","439","0","0","0","1"
"9470","440","0","0","0","0"
"9471","441","0","0","0","0"
"9472","442","0","0","0","1"
"9473","443","0","0","0","1"
"9474","444","0","0","1","1"
"9475","445","0","0","0","0"
"9476","446","0","0","0","0"
"9477","447","0","1","0","0"
"9478","448","0","0","1","1"
"9479","449","0","0","0","0"
"9480","450","0","1","1","1"
"9481","451","0","0","1","0"
"9482","452","0","0","1","1"
"9483","453","1","1","1","0"
"9484","454","0","0","1","0"
"9485","455","0","0","1","0"
"9486","456","0","0","1","1"
"9487","457","0","0","0","0"
"9488","458","0","0","0","0"
"9489","459","0","0","0","0"
"9490","460","0","0","0","1"
"9491","461","0","0","0","1"
"9492","462","0","0","0","0"
"9493","463","0","0","0","1"
"9494","464","0","0","0","0"
"9495","465","0","0","0","1"
"9496","466","0","0","0","1"
"9497","467","0","0","1","1"
"9498","468","0","0","1","1"
"9499","469","0","0","0","1"
"9500","470","0","0","0","1"
"9501","471","0","0","1","0"
"9502","472","0","0","1","0"
"9504","474","0","0","0","1"
"9505","475","0","0","1","0"
"9506","476","0","0","1","0"
"9507","477","0","0","0","0"
"9508","478","0","0","0","0"
"9509","479","0","0","1","0"
"9510","480","0","0","1","0"
"9511","481","0","0","1","0"
"9512","482","0","0","0","1"
"9513","483","0","0","0","0"
"9514","484","0","1","0","0"
"9515","485","1","1","1","0"
"9516","486","0","1","0","0"
"9517","487","0","1","1","0"
"9518","488","0","0","1","1"
"9519","489","0","0","0","0"
"9520","490","0","0","1","0"
"9521","491","1","1","0","0"
"9522","492","1","1","1","0"
"9523","493","0","0","0","0"
"9524","494","1","1","1","0"
"9525","495","1","1","1","0"
"9526","496","0","0","0","0"
"9527","497","0","0","0","0"
"9528","498","0","0","0","0"
"9529","499","1","1","0","0"
"9530","500","0","0","1","0"
"9531","501","0","0","1","0"
"9532","502","0","0","1","0"
"9533","503","0","0","0","0"
"9534","504","0","0","1","0"
"9535","505","0","1","1","0"
"9536","506","0","0","0","1"
"9537","507","0","0","0","0"
"9538","508","0","0","1","0"
"9539","509","0","0","1","0"
"9540","510","1","1","1","0"
"9541","511","0","0","0","0"
"9542","512","0","0","0","0"
"9543","513","0","0","1","0"
"9544","514","0","0","1","1"
"9545","515","0","0","0","1"
"9546","516","1","1","1","1"
"9547","517","0","0","1","0"
"9548","518","1","1","0","1"
"9549","519","0","0","0","0"
"9550","520","0","0","0","0"
"9551","521","0","0","1","1"
"9552","522","0","0","0","1"
"9553","523","0","0","0","0"
"9554","524","0","0","0","0"
"9555","525","1","1","0","0"
"9556","526","0","0","0","0"
"9557","527","0","0","0","0"
"9558","528","0","0","0","0"
"9559","529","0","0","1","0"
"9560","1","0","0","0","0"
"9561","2","0","0","0","0"
"9562","3","1","1","0","1"
"9563","4","0","0","1","0"
"9564","5","0","0","0","0"
"9565","6","0","1","1","1"
"9566","7","0","0","0","0"
"9567","8","0","1","0","1"
"9568","9","0","0","1","1"
"9569","10","0","0","0","0"
"9570","11","0","0","0","1"
"9571","12","0","0","0","1"
